"metabolite_number","metabolite_name","uloq_ng_ml","lloq_ng_ml","barcode","time","run","location","sample_id","sample_id2","value","timestamp","flowrate"
"46","Methadone",20,2.5,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"48","Methamphetamine",20,0.15,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"50","Methylphenidate",5,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"51","Midazolam",20,0.5,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"53","Morphine",20,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",0.155,"1536444000",2.8
"55","Naloxone",5,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"56","Naltrexone",5,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"57","Norbuprenorphine",10,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"58","Norcarfentanil",10,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"59","Nordiazepam",20,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"61","Norfentanyl",5,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"62","Norhydrocodone",5,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",0.183,"1536444000",2.8
"63","Normeperidine",20,0.5,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"65","Noroxycodone",5,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",0.226,"1536444000",2.8
"66","O-Desmethyltramadol",10,0.5,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"67","Oxazepam",2.5,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"68","Oxycodone",20,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",0.168,"1536444000",2.8
"70","Oxymorphone",20,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"71","PCP",20,0.5,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"73","Phentermine",5,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",3.246,"1536444000",2.8
"74","Propoxyphene",20,0.5,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"76","Pseudoephedrine",20,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",13.014,"1536444000",2.8
"78","Sufentanil",10,0.5,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"82","Tapentadol",20,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"83","Temazepam",20,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"79","THC",NA,NA,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"80","THCA",NA,NA,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"84","Tramadol",20,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"85","Trazodone",20,0.5,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"86","Triazolam",20,0.5,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"87","Zolpidem",20,0.5,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"6","α-Hydroxyalprazolam",20,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"7","α-Hydroxytriazolam",20,0.05,"2396","10:00",2,"2","UFWW 23","FB08SEP18 10:00 Loc#2",NA,"1536444000",2.8
"1","6-MAM",5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"2","7-Aminoclonazepam",5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"4","7-Aminoflunitrazepam",5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"9","Alprazolam",20,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"10","Amphetamine",5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"12","Benzoylecgonine",20,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",0.91,"1536444000",2.8
"14","Buprenorphine",20,0.75,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"16","Carfentanil",10,0.75,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"17","Carisoprodol",10,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"19","Cocaine",20,0.15,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",2.29,"1536444000",2.8
"21","Codeine",20,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"23","Cyclobenzaprine",20,1.25,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"25","Desalkylflurazepam",2.5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"26","Diazepam",5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"28","EDDP",10,0.75,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"29","Fentanyl",20,0.5,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"31","Flunitrazepam",5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"33","Flurazepam",20,1.25,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"34","Hydrocodone",2.5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",0.1,"1536444000",2.8
"35","Hydromorphone",20,0.5,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"40","Ketamine",10,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"41","Lorazepam",20,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"42","MDMA",10,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"43","Meperidine",20,0.5,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"45","Meprobamate",20,0.5,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"46","Methadone",20,2.5,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"48","Methamphetamine",20,0.15,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"50","Methylphenidate",5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"51","Midazolam",20,0.5,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"53","Morphine",20,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"55","Naloxone",5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"56","Naltrexone",5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"57","Norbuprenorphine",10,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"58","Norcarfentanil",10,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"59","Nordiazepam",20,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"61","Norfentanyl",5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"62","Norhydrocodone",5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",0.07,"1536444000",2.8
"63","Normeperidine",20,0.5,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"65","Noroxycodone",5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",0.08,"1536444000",2.8
"66","O-Desmethyltramadol",10,0.5,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"67","Oxazepam",2.5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"68","Oxycodone",20,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"70","Oxymorphone",20,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"71","PCP",20,0.5,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"73","Phentermine",5,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",1.37,"1536444000",2.8
"74","Propoxyphene",20,0.5,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"76","Pseudoephedrine",20,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",74.08,"1536444000",2.8
"78","Sufentanil",10,0.5,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"82","Tapentadol",20,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"83","Temazepam",20,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"79","THC",NA,NA,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"80","THCA",NA,NA,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"84","Tramadol",20,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",1.86,"1536444000",2.8
"85","Trazodone",20,0.5,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",0.09,"1536444000",2.8
"86","Triazolam",20,0.5,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"87","Zolpidem",20,0.5,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"6","α-Hydroxyalprazolam",20,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"7","α-Hydroxytriazolam",20,0.05,"2407","10:00",1,"3","Prior UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"1","6-MAM",5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"2","7-Aminoclonazepam",5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"4","7-Aminoflunitrazepam",5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"9","Alprazolam",20,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"10","Amphetamine",5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",0.334,"1536444000",2.8
"12","Benzoylecgonine",20,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",0.788,"1536444000",2.8
"14","Buprenorphine",20,0.75,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"16","Carfentanil",10,0.75,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"17","Carisoprodol",10,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"19","Cocaine",20,0.15,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",2.654,"1536444000",2.8
"21","Codeine",20,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"23","Cyclobenzaprine",20,1.25,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"25","Desalkylflurazepam",2.5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"26","Diazepam",5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"28","EDDP",10,0.75,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"29","Fentanyl",20,0.5,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"31","Flunitrazepam",5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"33","Flurazepam",20,1.25,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"34","Hydrocodone",2.5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",0.151,"1536444000",2.8
"35","Hydromorphone",20,0.5,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"40","Ketamine",10,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"41","Lorazepam",20,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"42","MDMA",10,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"43","Meperidine",20,0.5,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"45","Meprobamate",20,0.5,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"46","Methadone",20,2.5,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"48","Methamphetamine",20,0.15,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"50","Methylphenidate",5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"51","Midazolam",20,0.5,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"53","Morphine",20,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"55","Naloxone",5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"56","Naltrexone",5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"57","Norbuprenorphine",10,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"58","Norcarfentanil",10,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"59","Nordiazepam",20,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"61","Norfentanyl",5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"62","Norhydrocodone",5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",0.052,"1536444000",2.8
"63","Normeperidine",20,0.5,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"65","Noroxycodone",5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"66","O-Desmethyltramadol",10,0.5,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",0.557,"1536444000",2.8
"67","Oxazepam",2.5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"68","Oxycodone",20,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",0.051,"1536444000",2.8
"70","Oxymorphone",20,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"71","PCP",20,0.5,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"73","Phentermine",5,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",1.503,"1536444000",2.8
"74","Propoxyphene",20,0.5,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"76","Pseudoephedrine",20,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",61.946,"1536444000",2.8
"78","Sufentanil",10,0.5,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"82","Tapentadol",20,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"83","Temazepam",20,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"79","THC",NA,NA,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"80","THCA",NA,NA,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"84","Tramadol",20,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",2.227,"1536444000",2.8
"85","Trazodone",20,0.5,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"86","Triazolam",20,0.5,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"87","Zolpidem",20,0.5,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"6","α-Hydroxyalprazolam",20,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"7","α-Hydroxytriazolam",20,0.05,"2407","10:00",2,"3","UFWW 24","FB08SEP18 10:00 Loc#3",NA,"1536444000",2.8
"1","6-MAM",5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"2","7-Aminoclonazepam",5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"4","7-Aminoflunitrazepam",5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"9","Alprazolam",20,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"10","Amphetamine",5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"12","Benzoylecgonine",20,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",3.09,"1536445800",2.75
"14","Buprenorphine",20,0.75,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"16","Carfentanil",10,0.75,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"17","Carisoprodol",10,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"19","Cocaine",20,0.15,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",10.39,"1536445800",2.75
"21","Codeine",20,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",0.19,"1536445800",2.75
"23","Cyclobenzaprine",20,1.25,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"25","Desalkylflurazepam",2.5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"26","Diazepam",5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"28","EDDP",10,0.75,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"29","Fentanyl",20,0.5,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"31","Flunitrazepam",5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"33","Flurazepam",20,1.25,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"34","Hydrocodone",2.5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"35","Hydromorphone",20,0.5,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"40","Ketamine",10,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"41","Lorazepam",20,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"42","MDMA",10,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"43","Meperidine",20,0.5,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"45","Meprobamate",20,0.5,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"46","Methadone",20,2.5,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"48","Methamphetamine",20,0.15,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"50","Methylphenidate",5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"51","Midazolam",20,0.5,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"53","Morphine",20,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"55","Naloxone",5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"56","Naltrexone",5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"57","Norbuprenorphine",10,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"58","Norcarfentanil",10,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"59","Nordiazepam",20,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"61","Norfentanyl",5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"62","Norhydrocodone",5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"63","Normeperidine",20,0.5,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"65","Noroxycodone",5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"66","O-Desmethyltramadol",10,0.5,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",1.38,"1536445800",2.75
"67","Oxazepam",2.5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"68","Oxycodone",20,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"70","Oxymorphone",20,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"71","PCP",20,0.5,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"73","Phentermine",5,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",0.07,"1536445800",2.75
"74","Propoxyphene",20,0.5,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"76","Pseudoephedrine",20,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",9.02,"1536445800",2.75
"78","Sufentanil",10,0.5,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"82","Tapentadol",20,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"83","Temazepam",20,0.05,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
"79","THC",NA,NA,"2416","10:30",1,"1","Prior UFWW 25","FB08SEP18 10:30 Loc#1",NA,"1536445800",2.75
